phi,num_activities,num_active_users,forks,opened_issues,stars,closed_issues
0.0333217133507862,7.0,1,0.0,0.0,2.0,0.0
0.0666434267015724,4.0,1,0.0,0.0,2.0,0.0
0.0999651400523586,6.0,1,0.0,0.0,2.0,0.0
0.1332868534031448,6.0,1,0.0,0.0,0.0,0.0
0.16660856675393101,6.0,1,0.0,0.0,0.0,0.0
0.19993028010471722,5.0,1,0.0,0.0,0.0,0.0
0.23325199345550343,5.0,1,0.0,0.0,0.0,0.0
0.2665737068062896,6.0,1,0.0,0.0,0.0,0.0
0.2998954201570758,6.0,1,0.0,0.0,0.0,0.0
0.33321713350786203,5.0,1,0.0,0.0,0.0,0.0
0.36653884685864824,2.0,1,0.0,0.0,0.0,0.0
0.39986056020943445,0.0,1,0.0,0.0,1.0,0.0
0.43318227356022065,2.0,1,0.0,0.0,1.0,0.0
0.46650398691100686,6.0,1,1.0,0.0,1.0,0.0
0.49982570026179307,8.0,1,1.0,0.0,2.0,0.0
0.5331474136125792,7.0,1,1.0,0.0,1.0,0.0
0.5664691269633654,3.0,1,1.0,0.0,2.0,0.0
0.5997908403141515,1.0,1,0.0,0.0,2.0,0.0
0.6331125536649377,4.0,1,0.0,0.0,1.0,0.0
0.6664342670157238,10.0,1,0.0,0.0,1.0,0.0
0.6997559803665101,14.0,1,0.0,0.0,1.0,0.0
0.7330776937172963,12.0,1,0.0,0.0,1.0,0.0
0.7663994070680824,11.0,1,0.0,0.0,1.0,0.0
0.7997211204188686,6.0,1,0.0,0.0,1.0,0.0
0.8330428337696547,5.0,1,1.0,0.0,4.0,0.0
0.8663645471204409,5.0,1,1.0,0.0,6.0,0.0
0.899686260471227,3.0,1,2.0,0.0,10.0,0.0
0.9330079738220133,7.0,1,2.0,0.0,12.0,0.0
0.9663296871727995,10.0,1,1.0,0.0,8.0,0.0
0.9996514005235857,13.0,1,1.0,0.0,5.0,0.0
1.0329731138743719,16.0,1,0.0,0.0,2.0,0.0
1.066294827225158,10.0,1,1.0,0.0,8.0,0.0
1.0996165405759442,10.0,1,1.0,0.0,8.0,0.0
1.1329382539267303,4.0,1,1.0,0.0,9.0,0.0
1.1662599672775165,5.0,1,2.0,0.0,23.0,0.0
1.1995816806283026,6.0,1,1.0,0.0,30.0,0.0
1.2329033939790888,9.0,1,1.0,0.0,30.0,0.0
1.266225107329875,8.0,1,1.0,0.0,30.0,0.0
1.299546820680661,10.0,1,0.0,0.0,6.0,0.0
1.3328685340314472,9.0,1,0.0,0.0,8.0,0.0
1.3661902473822334,11.0,1,0.0,0.0,9.0,0.0
1.3995119607330195,10.0,1,0.0,0.0,9.0,0.0
1.4328336740838057,11.0,1,0.0,0.0,6.0,0.0
1.466155387434592,9.0,1,0.0,0.0,2.0,0.0
1.4994771007853782,4.0,1,1.0,0.0,3.0,0.0
1.5327988141361644,5.0,1,2.0,2.0,6.0,1.0
1.5661205274869507,4.0,1,2.0,2.0,8.0,2.0
1.5994422408377371,4.0,1,2.0,2.0,9.0,2.0
1.6327639541885233,1.0,1,1.0,0.0,9.0,1.0
1.6660856675393094,0.0,1,2.0,0.0,8.0,0.0
1.6994073808900958,2.0,1,3.0,0.0,7.0,0.0
1.7327290942408822,9.0,1,2.0,0.0,5.0,0.0
1.7660508075916683,15.0,1,2.0,0.0,6.0,0.0
1.7993725209424545,19.0,1,3.0,0.0,50.0,0.0
1.8326942342932409,17.0,1,3.0,5.0,87.0,0.0
1.8660159476440272,18.0,1,3.0,5.0,109.0,0.0
1.8993376609948134,19.0,2,4.0,5.0,106.0,0.0
0.9557999676143367,21.0,1,3.0,5.0,59.0,0.0
0.012262274233860048,17.0,2,4.0,4.0,52.0,0.0
0.024314080631199164,13.0,1,2.0,4.0,41.0,0.0
0.03636588702853828,7.0,1,3.0,2.0,36.0,0.0
0.0484176934258774,4.0,1,2.0,0.0,41.0,0.0
0.06046949982321652,5.0,1,4.0,0.0,53.0,0.0
0.07252130622055564,9.0,1,9.0,1.0,69.0,0.0
0.08457311261789476,13.0,1,11.0,1.0,89.0,0.0
0.09662491901523387,16.0,1,9.0,2.0,77.0,0.0
0.10867672541257299,15.0,1,8.0,2.0,94.0,0.0
0.12072853180991211,15.0,1,7.0,1.0,90.0,0.0
