phi,num_activities,num_active_users,forks,opened_issues,stars,closed_issues
0.04796263099168086,14.0,1,0.0,0.0,0.0,0.0
0.09592526198336172,19.0,1,0.0,0.0,0.0,0.0
0.1438878929750426,9.0,1,0.0,0.0,0.0,0.0
0.19185052396672345,2.0,1,0.0,0.0,0.0,0.0
0.23981315495840433,12.0,1,0.0,0.0,0.0,0.0
0.2877757859500852,15.0,1,0.0,0.0,0.0,0.0
0.33573841694176604,14.0,1,0.0,0.0,0.0,0.0
0.3837010479334469,7.0,1,0.0,0.0,0.0,0.0
0.43166367892512775,8.0,1,0.0,0.0,0.0,0.0
0.4796263099168086,9.0,1,0.0,0.0,0.0,0.0
0.5275889409084895,21.0,1,0.0,0.0,0.0,0.0
0.5755515719001704,19.0,1,0.0,0.0,0.0,0.0
0.6235142028918512,19.0,1,0.0,0.0,0.0,0.0
0.6714768338835321,16.0,1,0.0,0.0,0.0,0.0
0.7194394648752129,15.0,1,0.0,0.0,0.0,0.0
0.7674020958668938,15.0,1,0.0,0.0,0.0,0.0
0.8153647268585746,13.0,1,0.0,0.0,0.0,0.0
0.8633273578502555,24.0,1,0.0,0.0,0.0,0.0
0.9112899888419363,40.0,1,0.0,0.0,0.0,0.0
0.9592526198336172,64.0,1,0.0,0.0,375.0,0.0
1.007215250825298,68.0,1,0.0,0.0,46.0,0.0
1.055177881816979,51.0,1,0.0,0.0,50.0,0.0
1.1031405128086598,48.0,1,1.0,0.0,56.0,0.0
1.1511031438003407,47.0,2,0.0,0.0,41.0,0.0
1.1055426434590199,52.0,1,0.0,0.0,52.0,0.0
1.059982143117699,38.0,1,2.0,0.0,42.0,0.0
1.0144216427763781,23.0,1,1.0,0.0,31.0,0.0
0.9688611424350573,32.0,1,1.0,0.0,40.0,0.0
0.9233006420937364,38.0,1,2.0,0.0,41.0,0.0
0.8777401417524157,36.0,1,1.0,0.0,45.0,0.0
0.8321796414110949,41.0,1,6.0,0.0,43.0,0.0
0.786619141069774,58.0,1,2.0,0.0,46.0,0.0
0.7410586407284532,45.0,1,0.0,0.0,36.0,0.0
0.6954981403871324,58.0,3,5.0,0.0,42.0,0.0
0.19625072846589564,58.0,3,3.0,0.0,73.0,0.0
0.20475419141272216,55.0,1,1.0,0.0,61.0,0.0
0.21325765435954866,68.0,1,1.0,0.0,69.0,0.0
0.22176111730637516,62.0,1,1.0,0.0,78.0,0.0
0.23026458025320168,63.0,1,4.0,0.0,76.0,0.0
0.2387680432000282,75.0,1,1.0,0.0,62.0,0.0
0.2472715061468547,86.0,1,2.0,0.0,82.0,0.0
0.2557749690936812,82.0,1,4.0,0.0,75.0,0.0
0.2642784320405077,82.0,1,5.0,0.0,65.0,0.0
0.27278189498733424,101.0,1,1.0,0.0,55.0,0.0
0.28128535793416076,89.0,1,3.0,0.0,61.0,0.0
0.2897888208809873,76.0,1,2.0,4.0,68.0,1.0
0.2982922838278138,69.0,1,1.0,2.0,66.0,0.0
0.30679574677464033,76.0,1,4.0,4.0,67.0,2.0
0.31529920972146686,82.0,1,3.0,5.0,71.0,2.0
0.3238026726682934,71.0,1,3.0,1.0,62.0,1.0
0.3323061356151199,96.0,1,5.0,1.0,60.0,1.0
0.34080959856194637,89.0,1,9.0,11.0,62.0,4.0
0.34931306150877284,64.0,1,6.0,8.0,79.0,2.0
0.35781652445559936,73.0,1,5.0,9.0,102.0,3.0
0.3663199874024259,84.0,1,2.0,7.0,100.0,2.0
0.37482345034925235,88.0,1,10.0,2.0,78.0,1.0
0.3833269132960788,86.0,1,9.0,3.0,52.0,1.0
0.39183037624290534,76.0,2,6.0,6.0,80.0,4.0
0.35401036359935734,96.0,1,7.0,20.0,81.0,16.0
0.31619035095580933,80.0,1,9.0,15.0,66.0,13.0
0.2783703383122613,70.0,1,8.0,6.0,64.0,1.0
0.2405503256687133,75.0,1,12.0,11.0,68.0,2.0
0.20273031302516525,88.0,1,9.0,42.0,84.0,30.0
0.16491030038161722,60.0,1,11.0,40.0,56.0,39.0
0.12709028773806919,67.0,1,20.0,13.0,76.0,9.0
0.08927027509452112,107.0,2,9.0,6.0,68.0,13.0
0.5117132934958976,78.0,1,9.0,7.0,65.0,5.0
0.934156311897274,57.0,1,20.0,15.0,60.0,6.0
1.3565993302986503,99.0,1,18.0,18.0,59.0,16.0
1.7790423487000269,94.0,2,13.0,11.0,64.0,11.0
1.7293186045510516,87.0,1,20.0,23.0,70.0,14.0
1.6795948604020763,71.0,1,19.0,18.0,53.0,12.0
1.6298711162531008,88.0,1,11.0,8.0,47.0,10.0
1.5801473721041255,100.0,1,10.0,26.0,53.0,17.0
1.53042362795515,88.0,1,18.0,19.0,41.0,12.0
1.4806998838061747,117.0,1,15.0,21.0,39.0,13.0
1.4309761396571994,67.0,1,21.0,20.0,24.0,11.0
1.3812523955082239,55.0,1,17.0,12.0,14.0,13.0
1.3315286513592484,82.0,1,24.0,11.0,18.0,11.0
1.281804907210273,77.0,1,36.0,11.0,17.0,10.0
1.2320811630612978,110.0,1,25.0,12.0,11.0,27.0
1.1823574189123223,97.0,1,21.0,19.0,11.0,11.0
1.1326336747633468,83.0,1,20.0,18.0,11.0,9.0
1.0829099306143715,73.0,1,30.0,18.0,7.0,14.0
1.0331861864653962,76.0,1,27.0,22.0,52.0,17.0
0.9834624423164208,71.0,1,26.0,17.0,72.0,15.0
0.9337386981674454,42.0,1,33.0,12.0,75.0,4.0
0.88401495401847,52.0,1,29.0,11.0,56.0,6.0
0.8342912098694946,63.0,1,27.0,21.0,61.0,10.0
0.7845674657205192,81.0,1,21.0,13.0,75.0,22.0
0.7348437215715438,97.0,1,32.0,12.0,75.0,28.0
0.6851199774225682,100.0,1,32.0,21.0,70.0,25.0
0.6353962332735928,79.0,2,37.0,18.0,93.0,17.0
0.7297982057079,102.0,1,32.0,26.0,73.0,31.0
0.8242001781422071,131.0,1,26.0,29.0,80.0,27.0
0.9186021505765143,116.0,1,26.0,19.0,80.0,18.0
1.0130041230108213,125.0,1,19.0,27.0,64.0,27.0
1.1074060954451284,119.0,1,31.0,35.0,71.0,54.0
1.2018080678794356,109.0,1,24.0,19.0,68.0,20.0
1.2962100403137427,147.0,1,19.0,25.0,90.0,27.0
1.3906120127480497,174.0,1,31.0,28.0,88.0,32.0
1.485013985182357,146.0,1,42.0,14.0,134.0,14.0
1.5794159576166642,101.0,1,53.0,7.0,160.0,14.0
1.6738179300509712,140.0,3,44.0,10.0,137.0,18.0
1.5514730541152217,143.0,2,40.0,19.0,140.0,50.0
1.4291281781794725,121.0,1,45.0,20.0,116.0,51.0
1.306783302243723,106.0,2,46.0,7.0,125.0,30.0
1.1844384263079735,158.0,1,45.0,33.0,150.0,38.0
1.0620935503722242,144.0,2,35.0,35.0,115.0,39.0
0.9397486744364748,148.0,1,45.0,37.0,144.0,32.0
0.8174037985007254,238.0,2,51.0,47.0,185.0,51.0
