num_nans,num_valids,vnr,avg_phi
1567.0,112.0,0.07147415443522655,0.887595366629346
786.0,53.0,0.06743002544529263,0.8237142698084201
519.0,40.0,0.07707129094412331,0.8644779724907149
387.0,32.0,0.082687338501292,0.8642084244979178
318.0,17.0,0.05345911949685535,1.0293176741013155
266.0,13.0,0.04887218045112782,0.8240607036873757
226.0,13.0,0.05752212389380531,0.857452863949673
198.0,11.0,0.05555555555555555,0.9114253517528148
176.0,10.0,0.056818181818181816,0.7072702639908406
157.0,10.0,0.06369426751592357,0.6255690682320707
146.0,6.0,0.0410958904109589,0.7716089077319485
129.0,10.0,0.07751937984496124,0.8729705326437088
123.0,6.0,0.04878048780487805,0.8544213276326155
117.0,2.0,0.017094017094017096,0.14765573958129669
103.0,8.0,0.07766990291262135,0.9304610622985824
98.0,6.0,0.061224489795918366,0.8761886880264381
96.0,2.0,0.020833333333333332,0.28504678435367986
88.0,5.0,0.056818181818181816,0.951083905052686
83.0,5.0,0.060240963855421686,1.1856033270150501
77.0,6.0,0.07792207792207792,0.7137858377233584
74.0,5.0,0.06756756756756757,0.9113046645455144
74.0,2.0,0.02702702702702703,0.9506017352902008
70.0,3.0,0.04285714285714286,0.3669581582941041
65.0,4.0,0.06153846153846154,1.006428178747705
65.0,2.0,0.03076923076923077,0.6245909759385917
63.0,1.0,0.015873015873015872,0.4891179085219968
60.0,2.0,0.03333333333333333,0.6670228266696019
56.0,3.0,0.05357142857142857,1.2551771796407403
53.0,4.0,0.07547169811320754,0.9970557230269251
51.0,4.0,0.0784313725490196,0.8275565723582925
