num_nans,num_valids,vnr,avg_phi
2930.0,191.0,0.06518771331058021,0.7380236858418244
1471.0,89.0,0.060503059143439834,0.7493732676564957
978.0,62.0,0.06339468302658487,0.7704068334830616
737.0,43.0,0.05834464043419267,0.8705416478281545
588.0,36.0,0.061224489795918366,0.8690162078655123
490.0,30.0,0.061224489795918366,0.8745697152072126
413.0,32.0,0.0774818401937046,0.7206176623616886
373.0,17.0,0.045576407506702415,0.6499348474726503
324.0,22.0,0.06790123456790123,0.9692002940908303
293.0,19.0,0.06484641638225255,0.6181571919177028
262.0,21.0,0.08015267175572519,0.9389657578497399
244.0,16.0,0.06557377049180328,0.6965899147061856
223.0,17.0,0.07623318385650224,0.7821070706837728
210.0,12.0,0.05714285714285714,0.6766782231381838
198.0,10.0,0.050505050505050504,0.8638238759316186
180.0,15.0,0.08333333333333333,0.6597228274088434
175.0,8.0,0.045714285714285714,0.9800514340531414
166.0,7.0,0.04216867469879518,1.2155250574404934
155.0,9.0,0.05806451612903226,0.8091267029812106
149.0,7.0,0.04697986577181208,0.8085469897686647
139.0,9.0,0.06474820143884892,0.7363809492935983
136.0,5.0,0.03676470588235294,0.5494364853856707
129.0,6.0,0.046511627906976744,0.6833883095533456
125.0,5.0,0.04,0.6835991952267773
116.0,8.0,0.06896551724137931,0.8699664777834797
113.0,7.0,0.061946902654867256,0.8835282853119468
109.0,6.0,0.05504587155963303,0.7519268493654735
105.0,6.0,0.05714285714285714,0.850370691110084
102.0,5.0,0.049019607843137254,0.28754969432455246
100.0,4.0,0.04,0.5837006995930223
