num_nans,num_valids,vnr,avg_phi
2725.0,235.0,0.08623853211009175,0.9863808981875857
1361.0,119.0,0.08743570903747244,0.9098674774640105
914.0,72.0,0.0787746170678337,0.8079047397709619
678.0,62.0,0.09144542772861357,1.0413056731141832
550.0,42.0,0.07636363636363637,0.926516451322543
461.0,32.0,0.06941431670281996,0.8987718397769029
386.0,36.0,0.09326424870466321,0.9637273707831111
338.0,32.0,0.09467455621301775,0.9907240410745574
300.0,28.0,0.09333333333333334,0.999112371465144
279.0,17.0,0.06093189964157706,0.9753755975345925
260.0,9.0,0.03461538461538462,0.8926381198910536
228.0,18.0,0.07894736842105263,0.8726321274569452
205.0,22.0,0.1073170731707317,0.8180549004635025
193.0,18.0,0.09326424870466321,0.9723979417649156
183.0,14.0,0.07650273224043716,0.9426932258352988
165.0,20.0,0.12121212121212122,0.8617913578277688
164.0,10.0,0.06097560975609756,0.8949956433990718
144.0,20.0,0.1388888888888889,0.8147146268969812
145.0,10.0,0.06896551724137931,0.9970827799905709
138.0,10.0,0.07246376811594203,1.0744475221387888
133.0,7.0,0.05263157894736842,1.3205525056763545
129.0,5.0,0.03875968992248062,0.6363339705265283
122.0,6.0,0.04918032786885246,0.5483790934344558
109.0,14.0,0.12844036697247707,1.1140576053410916
111.0,7.0,0.06306306306306306,0.9740216186754512
105.0,8.0,0.0761904761904762,1.11514477917703
105.0,4.0,0.0380952380952381,0.43690314653409157
100.0,5.0,0.05,0.9619317923439674
100.0,2.0,0.02,1.4635133351475798
94.0,4.0,0.0425531914893617,1.2442227905698364
