hop,num_nans,num_valids,vnr,raw_avg_phi,zeroed_avg_phi,linear_avg_phi
1.0,4497.0,170.0,0.0378029797642873,0.8810391970636454,0.03209270698539098,0.6681614395182234
2.0,2241.0,92.0,0.04105310129406515,0.6867677554595712,0.02708214037817426,0.6227494186607527
3.0,1487.0,68.0,0.04572965702757229,0.789653617289804,0.03453147651170848,0.6229614967357798
4.0,1126.0,40.0,0.035523978685612786,0.7801693104968719,0.026763955763186,0.8604026357893421
5.0,909.0,24.0,0.026402640264026403,0.8269694806635499,0.021272526833789066,0.8053682418306001
6.0,745.0,32.0,0.042953020134228186,0.8402681891996462,0.034605639709637946,0.8949166512270125
7.0,637.0,29.0,0.04552590266875981,0.7252966718436332,0.031581987212410456,0.6211567412537757
8.0,567.0,16.0,0.02821869488536155,0.6692490082647029,0.018367039677933523,0.5699931063596501
9.0,500.0,18.0,0.036,0.7884372625934355,0.02739743383529313,0.8369216675150076
10.0,453.0,13.0,0.02869757174392936,0.7811408531088749,0.021791483026642435,0.7819638152249653
11.0,409.0,15.0,0.03667481662591687,0.9666180884511048,0.03419639463860041,1.0132952165863256
12.0,373.0,15.0,0.040214477211796246,0.8706409052591171,0.033658797883728754,0.648041348599679
13.0,347.0,12.0,0.0345821325648415,0.8074986320292047,0.026991597727995705,0.43535569402527585
14.0,322.0,11.0,0.034161490683229816,1.0543247780642264,0.034827545221340815,0.9129716771133978
15.0,303.0,8.0,0.026402640264026403,0.853322139959526,0.021950408744939576,0.4996828062868744
16.0,284.0,7.0,0.02464788732394366,1.209808240427923,0.02910191643641052,1.100570301224197
17.0,265.0,9.0,0.033962264150943396,0.8036207886986557,0.026396303278423,0.6462689249846557
18.0,253.0,6.0,0.023715415019762844,1.0613210484091142,0.024586587994033536,0.9569595111885181
19.0,237.0,8.0,0.03375527426160337,1.0798725661372033,0.035261145016725,0.8487758209108927
20.0,229.0,4.0,0.017467248908296942,1.2223252901194344,0.020984125152264967,0.6369959362784746
21.0,211.0,11.0,0.052132701421800945,0.9441853791531191,0.0467839602283077,0.88342664845106
22.0,207.0,5.0,0.024154589371980676,0.8173977010077695,0.019278247665277585,0.5411176631194956
23.0,196.0,6.0,0.030612244897959183,0.81993998668556,0.02435465306986812,0.40703179486489205
24.0,188.0,6.0,0.031914893617021274,0.6862500008413247,0.021224226830144063,0.6026293990430748
25.0,179.0,7.0,0.03910614525139665,1.0669446117684114,0.040153829475155264,0.7111098000868331
26.0,173.0,6.0,0.03468208092485549,0.9789595466422377,0.03281428647962807,0.8409846798676202
27.0,164.0,8.0,0.04878048780487805,0.8931991570340836,0.041544146838794586,0.5926105765272139
28.0,162.0,4.0,0.024691358024691357,0.6800800208573854,0.01638747038210567,0.47524306841589375
29.0,156.0,4.0,0.02564102564102564,0.8111683385074846,0.020279208462687114,0.38792668706401867
30.0,153.0,2.0,0.013071895424836602,0.8908916566050638,0.011495376214258887,0.6745805298002383
