hop,num_nans,num_valids,vnr,raw_avg_phi,zeroed_avg_phi,linear_avg_phi
1.0,3911.0,294.0,0.07517259013040144,1.0139794358736678,0.07089416269842053,1.0422122819256008
2.0,1972.0,130.0,0.06592292089249494,0.9946392170986516,0.06151431885005933,0.8131736750302423
3.0,1312.0,89.0,0.06783536585365854,1.0526517996915208,0.0668708138276555,0.877666872817208
4.0,993.0,58.0,0.05840886203423968,0.9049654016601795,0.049941002184862436,0.786066902718039
5.0,802.0,39.0,0.048628428927680795,1.0920709214413657,0.050643003491335624,0.9345541324585995
6.0,674.0,26.0,0.03857566765578635,0.9672164866871504,0.03592518379123701,0.8955269367146246
7.0,584.0,16.0,0.0273972602739726,0.9617928479729432,0.025647809279278486,0.8989939967051561
8.0,506.0,19.0,0.037549407114624504,1.0503000669673686,0.0380108595664381,0.8919926139250695
9.0,451.0,16.0,0.03547671840354767,0.9521217190066029,0.032620872599797957,0.7992441521720393
10.0,409.0,11.0,0.02689486552567237,1.0219758610694478,0.026766034456580774,0.7905660278484414
11.0,374.0,8.0,0.0213903743315508,1.0672770661554363,0.022351352170794477,0.928870325658238
12.0,345.0,5.0,0.014492753623188406,0.8639130350497115,0.01234161478642445,0.8792910025439502
13.0,316.0,7.0,0.022151898734177215,0.8284847718363392,0.017954778337010445,0.7058451774031816
14.0,292.0,8.0,0.0273972602739726,0.6753717404882895,0.018009913079687717,0.6148559765909741
15.0,277.0,3.0,0.010830324909747292,1.1996655982398734,0.012853559981141502,0.7369374389187817
16.0,257.0,5.0,0.019455252918287938,1.2072973474057656,0.023040025713850484,1.0315836570349033
17.0,240.0,7.0,0.029166666666666667,0.7378863567736713,0.020911759098848983,0.7061261645616096
18.0,230.0,3.0,0.013043478260869565,0.81957282212701,0.010552439769875665,0.6744127899656098
19.0,218.0,3.0,0.013761467889908258,0.8522785123178376,0.011569391569925397,0.7132459043246018
20.0,201.0,9.0,0.04477611940298507,1.5267767508268615,0.06543328932115122,1.0615178474972198
21.0,197.0,3.0,0.015228426395939087,0.859536203255507,0.012893043048832604,0.6376688457147037
22.0,189.0,2.0,0.010582010582010581,0.6581733936785161,0.006891867996633677,0.5452790466857027
23.0,179.0,3.0,0.01675977653631285,1.0608588174770193,0.017486683804566253,0.596872532926079
24.0,173.0,2.0,0.011560693641618497,0.4217921182187617,0.004820481351071562,0.34668425288911076
25.0,166.0,2.0,0.012048192771084338,0.55265177956474,0.00657918785196119,0.4610565872361891
26.0,159.0,2.0,0.012578616352201259,0.08598267036237023,0.0010681077063648475,0.013351346329560594
27.0,155.0,0.0,0.0,,0.0,0.0
28.0,149.0,1.0,0.006711409395973154,0.7945270606149637,0.005296847070766424,0.3999119538428648
29.0,144.0,1.0,0.006944444444444444,0.13344875103635478,0.0009203362140438261,0.06718454362519927
30.0,139.0,1.0,0.007194244604316547,0.7945270606149432,0.005675193290106737,0.4001011269525246
