num_nans,num_valids,vnr,avg_phi
4266.0,268.0,0.06282231598687295,0.8432680663189649
2160.0,107.0,0.04953703703703704,0.7837856021521866
1440.0,71.0,0.049305555555555554,0.7719036347846608
1086.0,47.0,0.0432780847145488,0.8487161824491509
869.0,37.0,0.04257767548906789,1.1564530561797874
735.0,20.0,0.027210884353741496,0.821468904747997
618.0,29.0,0.04692556634304207,0.7409690115574228
545.0,21.0,0.03853211009174312,0.9468993447420955
490.0,13.0,0.026530612244897958,0.8178183295231354
443.0,10.0,0.022573363431151242,0.8337924012968372
401.0,11.0,0.02743142144638404,1.0750083561232264
371.0,6.0,0.016172506738544475,0.7121150256344646
341.0,7.0,0.020527859237536656,0.8282358966582714
313.0,10.0,0.03194888178913738,0.5954815365553665
295.0,7.0,0.023728813559322035,0.6065097384374158
271.0,12.0,0.04428044280442804,0.7357984155625048
256.0,10.0,0.0390625,0.6203959523865263
245.0,6.0,0.024489795918367346,0.43560750056592296
231.0,7.0,0.030303030303030304,0.7611041551267296
219.0,7.0,0.0319634703196347,0.5843420094221407
210.0,5.0,0.023809523809523808,0.5990893956630338
202.0,4.0,0.019801980198019802,0.7997883385809932
192.0,5.0,0.026041666666666668,0.5353640451245602
184.0,4.0,0.021739130434782608,0.33769969059001353
178.0,3.0,0.016853932584269662,0.8204723737646117
171.0,3.0,0.017543859649122806,0.33921151676366107
165.0,2.0,0.012121212121212121,1.266153095602408
158.0,3.0,0.0189873417721519,0.6422524675545854
150.0,6.0,0.04,0.963268443210655
149.0,2.0,0.013422818791946308,0.35717701964023246
