num_nans,num_valids,vnr,avg_phi
3180.0,180.0,0.05660377358490566,0.8017270555317817
1593.0,87.0,0.054613935969868174,0.6958340642990843
1064.0,56.0,0.05263157894736842,0.809027615515596
792.0,48.0,0.06060606060606061,0.7816921154904456
636.0,36.0,0.05660377358490566,0.8340919298373013
530.0,30.0,0.05660377358490566,0.6968200258621222
448.0,32.0,0.07142857142857142,0.7670372160394421
399.0,21.0,0.05263157894736842,0.7243258611162733
350.0,23.0,0.06571428571428571,0.75264753978335
321.0,15.0,0.04672897196261682,0.5284932222589451
284.0,21.0,0.07394366197183098,0.6195116329176734
263.0,17.0,0.06463878326996197,0.8367242942606522
248.0,10.0,0.04032258064516129,0.8156818728116952
224.0,16.0,0.07142857142857142,0.9026485567824818
212.0,12.0,0.05660377358490566,0.6297586501420691
200.0,10.0,0.05,0.8978767616044323
187.0,10.0,0.053475935828877004,0.7418055002412451
171.0,15.0,0.08771929824561403,0.7117103696662995
163.0,13.0,0.07975460122699386,0.7187692687422846
164.0,4.0,0.024390243902439025,1.004722239683739
148.0,12.0,0.08108108108108109,0.7449042930282989
139.0,13.0,0.09352517985611511,0.8324707684954048
139.0,7.0,0.050359712230215826,0.49946840920831936
129.0,11.0,0.08527131782945736,0.6177804568315713
127.0,7.0,0.05511811023622047,0.8392667840625896
122.0,7.0,0.05737704918032787,0.6784040213310502
119.0,5.0,0.04201680672268908,0.7087925264639774
115.0,5.0,0.043478260869565216,0.3606912430311933
109.0,6.0,0.05504587155963303,0.9257093465133597
103.0,9.0,0.08737864077669903,0.656944953411345
