hop,num_nans,num_valids,vnr,raw_avg_phi,zeroed_avg_phi,linear_avg_phi
1.0,2985.0,275.0,0.09212730318257957,0.7770574141553985,0.06554932174623761,0.7105207030565982
2.0,1486.0,144.0,0.09690444145356662,0.6579947788569862,0.058129600095341113,0.6144537098989703
3.0,985.0,101.0,0.10253807106598985,0.7951922933698432,0.07395434772592464,0.8677389202535445
4.0,739.0,76.0,0.10284167794316644,0.6921510121315273,0.06454414346257188,0.7062199317248274
5.0,597.0,55.0,0.09212730318257957,0.75860447744759,0.06399270898714333,0.7768236084625774
6.0,503.0,40.0,0.07952286282306163,0.743103186177102,0.0547405662008915,0.7507652098749998
7.0,428.0,37.0,0.08644859813084112,0.8430983911176638,0.06708524832549154,0.8585199937329835
8.0,374.0,33.0,0.08823529411764706,0.5260892541132284,0.04265588546864014,0.4852753363259962
9.0,331.0,31.0,0.09365558912386707,0.8418357885616095,0.0720909100701931,0.7087028486000614
10.0,298.0,28.0,0.09395973154362416,0.543658160864444,0.04669456596381727,0.47436131177779617
11.0,277.0,19.0,0.06859205776173286,0.595994942349172,0.03825643211025091,0.45478362408973405
12.0,257.0,14.0,0.054474708171206226,0.8607881845689416,0.04446876230245455,0.938045787760925
13.0,225.0,25.0,0.1111111111111111,0.8818918333163601,0.08818918333163601,0.6920470336029155
14.0,208.0,24.0,0.11538461538461539,0.5965726001846668,0.06171440691565519,0.8673656061118876
15.0,199.0,18.0,0.09045226130653267,1.0353306410203176,0.08587996100629362,1.0464697028995413
16.0,192.0,11.0,0.057291666666666664,0.6084226930881244,0.032968717359455016,0.5651321833857932
17.0,177.0,14.0,0.07909604519774012,0.5026100581407591,0.03684052782183575,0.6054062770091945
18.0,170.0,11.0,0.06470588235294118,0.9245941454157998,0.0561908044175348,0.5570879194789431
19.0,163.0,8.0,0.049079754601226995,0.4883697419121527,0.022847707223960362,0.5004576495958125
20.0,149.0,14.0,0.09395973154362416,0.5126727471172532,0.044033242083690464,0.43990309742235284
21.0,143.0,12.0,0.08391608391608392,0.7779064765976705,0.060225017543045475,0.840330541287094
22.0,136.0,12.0,0.08823529411764706,0.5450063758104213,0.04418970614679092,0.5564155934824908
23.0,128.0,13.0,0.1015625,0.8953899473857305,0.0825536830923014,0.7801338374371599
24.0,127.0,8.0,0.06299212598425197,0.8403567681108031,0.04979891959175128,0.8503043987684489
25.0,121.0,9.0,0.0743801652892562,0.5603262326670857,0.03879181610772132,0.5188383309781883
26.0,116.0,9.0,0.07758620689655173,0.8194710533856574,0.059001915843767336,0.6653546954261049
27.0,113.0,7.0,0.061946902654867256,0.8934588019714583,0.05211843011500174,0.803581175546394
28.0,108.0,8.0,0.07407407407407407,0.919538903335843,0.06341647609212711,0.9599711719780334
29.0,107.0,5.0,0.04672897196261682,0.9399069183341695,0.04196013028277542,0.9910439007636518
30.0,101.0,7.0,0.06930693069306931,0.8494061472672892,0.05505410213769467,0.605980279293199
