num_nans,num_valids,vnr,avg_phi
955.0,93.0,0.09738219895287958,0.6905620476200871
479.0,45.0,0.09394572025052192,0.7181606546849663
321.0,28.0,0.08722741433021806,0.6870713299395322
236.0,26.0,0.11016949152542373,0.6648019581146168
184.0,25.0,0.1358695652173913,0.7133178072007332
156.0,18.0,0.11538461538461539,0.849932218159155
133.0,16.0,0.12030075187969924,0.7307456376179348
121.0,10.0,0.08264462809917356,0.5727112203599585
100.0,16.0,0.16,0.5870627425251054
91.0,13.0,0.14285714285714285,0.7068896424909139
85.0,10.0,0.11764705882352941,0.5207252358450354
79.0,8.0,0.10126582278481013,0.883253359372483
71.0,9.0,0.1267605633802817,0.7860761276225664
66.0,8.0,0.12121212121212122,0.652992962468574
61.0,8.0,0.13114754098360656,0.8710275500851339
58.0,7.0,0.1206896551724138,0.6285839659267088
50.0,11.0,0.22,0.6413027514275743
53.0,5.0,0.09433962264150944,0.5937384846941698
52.0,3.0,0.057692307692307696,0.6935411667520874
43.0,9.0,0.20930232558139536,0.7329153370942616
43.0,6.0,0.13953488372093023,0.6837339130277487
40.0,7.0,0.175,0.5717189750980085
42.0,3.0,0.07142857142857142,0.47928060598836475
39.0,4.0,0.10256410256410256,0.7364805376549204
38.0,3.0,0.07894736842105263,0.22936766292675717
37.0,3.0,0.08108108108108109,0.7788269029292539
35.0,3.0,0.08571428571428572,0.31559999533824296
35.0,2.0,0.05714285714285714,0.20379249109205333
31.0,5.0,0.16129032258064516,0.7584580549899871
30.0,4.0,0.13333333333333333,0.5066028235622575
