hop,num_nans,num_valids,vnr,raw_avg_phi,zeroed_avg_phi,linear_avg_phi
1.0,3738.0,222.0,0.0593900481540931,0.8977783874114156,0.050330000506397535,0.8204152168725349
2.0,1884.0,96.0,0.050955414012738856,0.7783765855635808,0.037739470815203915,0.6982306424170933
3.0,1254.0,66.0,0.05263157894736842,0.7991095173416425,0.039955475867082126,0.7796627962552617
4.0,936.0,54.0,0.057692307692307696,0.8751013197688486,0.04773279926011901,0.8329744134981193
5.0,744.0,48.0,0.06451612903225806,0.8523473717447908,0.05165741646938126,0.7817116518880447
6.0,634.0,26.0,0.04100946372239748,0.8991479499665088,0.03542097984716551,0.9518012090578707
7.0,533.0,32.0,0.0600375234521576,0.7221145335867583,0.040898522256241174,0.7551247038925903
8.0,476.0,19.0,0.03991596638655462,1.1353867213264521,0.04358050041455069,1.0123688650032427
9.0,417.0,23.0,0.05515587529976019,0.7511594970672756,0.03926515552851668,0.528098827221988
10.0,380.0,16.0,0.042105263157894736,0.9786151398460775,0.039540005650346564,0.7877426505057019
11.0,344.0,16.0,0.046511627906976744,1.1505999759297674,0.05113777670798967,1.1367761488738208
12.0,310.0,20.0,0.06451612903225806,0.7423917780303897,0.044993441092750885,0.6612649462506984
13.0,291.0,13.0,0.044673539518900345,0.7221875581037225,0.030883020576803914,0.5974235862675092
14.0,270.0,12.0,0.044444444444444446,0.5769867206731835,0.024552626411624822,0.510061905112398
15.0,251.0,13.0,0.05179282868525897,1.0721381147620805,0.05279467989358731,1.0210562604364486
16.0,232.0,15.0,0.06465517241379311,0.8138817098931167,0.04942601477083705,0.9642692352056311
17.0,223.0,9.0,0.04035874439461883,1.2399149101607105,0.048100147376924106,1.088320985748778
18.0,207.0,13.0,0.06280193236714976,0.7536934148539542,0.044536429059551845,0.7913911724218513
19.0,200.0,8.0,0.04,0.9911084939212559,0.03811955745850984,0.6516612188986222
20.0,187.0,11.0,0.058823529411764705,0.5775457641685121,0.03208587578713956,0.570884993412783
21.0,180.0,8.0,0.044444444444444446,1.044210578127207,0.04443449268626413,0.906972198746764
22.0,173.0,7.0,0.04046242774566474,0.7623843924367097,0.029648281928094267,0.4802469340019067
23.0,167.0,5.0,0.029940119760479042,0.8521003074201632,0.024770357773841952,0.6116702426837336
24.0,157.0,8.0,0.050955414012738856,0.43191810682094034,0.020941483967075895,0.2957669666015094
25.0,153.0,5.0,0.032679738562091505,1.1176281297503872,0.03536797878956922,0.9822558508713257
26.0,144.0,8.0,0.05555555555555555,0.993759560623714,0.052303134769669156,1.0197352900202379
27.0,140.0,6.0,0.04285714285714286,0.9319095201994849,0.03829765151504733,0.5599787048069254
28.0,134.0,7.0,0.05223880597014925,0.5512759695667285,0.027368310545865953,0.1812924073740011
29.0,135.0,1.0,0.007407407407407408,0.17227626954126632,0.001266737276038723,0.08677150340865257
30.0,129.0,3.0,0.023255813953488372,0.40738116955420267,0.009258662944413697,0.2690481929820139
