num_nans,num_valids,vnr,avg_phi
2912.0,192.0,0.06593406593406594,0.7568052834836511
1443.0,109.0,0.07553707553707553,0.7087686087651937
964.0,70.0,0.07261410788381743,0.7004384071206804
728.0,48.0,0.06593406593406594,0.8735823214891688
579.0,41.0,0.07081174438687392,0.7361733818774832
478.0,39.0,0.08158995815899582,0.5397576580938249
427.0,16.0,0.03747072599531616,0.7554649657451615
364.0,24.0,0.06593406593406594,0.9645482006856909
323.0,21.0,0.06501547987616099,0.573205206294272
288.0,22.0,0.0763888888888889,0.7460128448626392
269.0,13.0,0.048327137546468404,0.7575001348590875
243.0,15.0,0.06172839506172839,0.5980626426830765
225.0,13.0,0.057777777777777775,0.7378335751733205
205.0,16.0,0.07804878048780488,0.7162362432393656
190.0,16.0,0.08421052631578947,0.7338008347183029
187.0,7.0,0.0374331550802139,0.846988890177588
169.0,13.0,0.07692307692307693,0.7582245545120224
166.0,6.0,0.03614457831325301,1.0391279022258313
153.0,10.0,0.06535947712418301,0.6297674486658466
149.0,6.0,0.040268456375838924,0.5203203737680543
139.0,8.0,0.05755395683453238,0.7626649969838327
134.0,7.0,0.05223880597014925,0.9634815646522158
128.0,6.0,0.046875,0.5787821047654181
124.0,5.0,0.04032258064516129,0.9590653131035133
110.0,14.0,0.12727272727272726,0.8732091867000434
109.0,10.0,0.09174311926605505,0.8499628194991906
107.0,7.0,0.06542056074766354,0.8091152414971378
106.0,4.0,0.03773584905660377,1.1872523967172584
100.0,7.0,0.07,0.6808573165717146
95.0,8.0,0.08421052631578947,1.2131214621298887
