hop,num_nans,num_valids,vnr,raw_avg_phi,zeroed_avg_phi,linear_avg_phi
1.0,4313.0,391.0,0.09065615580802226,0.7405429674638273,0.061554485603392106,0.7309452585782563
2.0,2170.0,182.0,0.08387096774193549,0.7056803133261377,0.05460621472166543,0.7230585105262868
3.0,1437.0,131.0,0.09116214335421016,0.7264555564822335,0.060692396619370266,0.6917353003097962
4.0,1077.0,99.0,0.09192200557103064,0.7710295686822318,0.0649081014451879,0.7888987708479188
5.0,869.0,71.0,0.08170310701956271,0.7545739597406915,0.05699441610807351,0.7256355705642097
6.0,719.0,65.0,0.09040333796940195,0.7207532713366464,0.05975632989398215,0.7830166198724045
7.0,619.0,53.0,0.08562197092084006,0.7630871231344757,0.06018395465197502,0.7526872465106729
8.0,541.0,47.0,0.08687615526802218,0.8450763575742725,0.0675486204183517,0.8186112768316984
9.0,483.0,39.0,0.08074534161490683,0.6568566364151293,0.04907549582411885,0.5992523541224708
10.0,442.0,28.0,0.06334841628959276,0.8055977549068138,0.04799305773912934,0.7650259359445853
11.0,393.0,34.0,0.08651399491094147,0.713325518168522,0.056798753203114165,0.8119354491691864
12.0,365.0,27.0,0.07397260273972603,0.6279773865133328,0.043253544479234664,0.5761582799345718
13.0,323.0,38.0,0.11764705882352941,0.6038949859125196,0.0635678932539494,0.6012705847173416
14.0,310.0,26.0,0.08387096774193549,0.8310131201913648,0.06430458668147467,0.8499097828525276
15.0,288.0,25.0,0.08680555555555555,0.8513419422589785,0.06799855768841682,0.8567183179588153
16.0,271.0,23.0,0.08487084870848709,0.8425894099433462,0.06591685860101007,0.90589183353993
17.0,256.0,20.0,0.078125,0.8177538723406321,0.05925752698120523,0.7475653459094078
18.0,243.0,18.0,0.07407407407407407,0.9689768494169998,0.06682598961496548,0.9555815907441159
19.0,228.0,19.0,0.08333333333333333,0.595794482357081,0.04583034479669853,0.5307540201206951
20.0,213.0,22.0,0.10328638497652583,0.9809539415338342,0.09183398601593344,0.869060110113087
21.0,205.0,19.0,0.09268292682926829,0.7452116342533306,0.06320991540541643,0.6440647518236899
22.0,195.0,18.0,0.09230769230769231,0.5387269627525509,0.04552622220444092,0.46665928903160925
23.0,187.0,17.0,0.09090909090909091,0.7199257790388018,0.05999381491990015,0.60136165197237
24.0,180.0,16.0,0.08888888888888889,0.6079911398551404,0.04963192978409309,0.6448507798780273
25.0,172.0,16.0,0.09302325581395349,0.5669888312160352,0.04825436861413064,0.5068077330971679
26.0,164.0,16.0,0.0975609756097561,0.8199953961803128,0.07288847966047227,0.7542253825194164
27.0,157.0,17.0,0.10828025477707007,0.8798255547580811,0.08595996799360563,0.8038716180556902
28.0,150.0,18.0,0.12,0.6770662894357639,0.07254281672526043,0.6452431515276552
29.0,152.0,10.0,0.06578947368421052,0.7098120582730285,0.04381555915265608,0.4759107572220348
30.0,146.0,10.0,0.0684931506849315,0.5739093857999967,0.03678906319230749,0.5120035048609705
