hop,num_nans,num_valids,vnr,raw_avg_phi,zeroed_avg_phi,linear_avg_phi
1.0,2665.0,233.0,0.0874296435272045,0.8745101098883566,0.07031085424568224,0.8284175486739065
2.0,1335.0,114.0,0.0853932584269663,0.8809695276210934,0.06931023198675268,0.8182123983553631
3.0,902.0,64.0,0.07095343680709534,0.8147302442335298,0.05397798719559616,0.791578515844914
4.0,677.0,47.0,0.06942392909896603,0.9231953707436026,0.05993119119468138,0.7242133350532982
5.0,540.0,39.0,0.07222222222222222,0.9549962880769707,0.0643261748445628,0.8586845020348288
6.0,452.0,31.0,0.06858407079646017,0.8323631235858721,0.05342289198998352,0.7430973036583247
7.0,389.0,25.0,0.06426735218508997,0.7723893994423919,0.046641871947004344,0.7087138920083317
8.0,339.0,23.0,0.06784660766961652,0.8260240228914529,0.05248218929973321,0.7161469425914339
9.0,312.0,10.0,0.03205128205128205,1.0500207373272026,0.032609339668546664,0.9616901896184913
10.0,274.0,15.0,0.05474452554744526,0.8714705476838863,0.045232035346914515,0.7109834653223123
11.0,247.0,16.0,0.06477732793522267,0.9231859980412852,0.05616340672494511,0.8242992521295157
12.0,228.0,13.0,0.05701754385964912,0.5911524859831618,0.03188789343477637,0.7676900620344004
13.0,216.0,6.0,0.027777777777777776,0.7363307309094957,0.019900830565121506,0.5132686756236172
14.0,200.0,7.0,0.035,1.3141198101424174,0.04443883415940543,1.0742253437584788
15.0,188.0,5.0,0.026595744680851064,0.5966638544020489,0.015457612808343235,0.6269364869771418
16.0,174.0,7.0,0.040229885057471264,0.8888708483086193,0.03437622065281953,0.5239732205810018
17.0,160.0,10.0,0.0625,0.806636255190225,0.04744919148177794,0.7177961575790468
18.0,156.0,5.0,0.03205128205128205,0.9699367696450946,0.030122259926866284,0.7904967379767839
19.0,146.0,6.0,0.0410958904109589,0.7643932504647596,0.03017341778150366,0.7333811666896687
20.0,136.0,8.0,0.058823529411764705,1.0676356006796652,0.05931308892664807,0.9532340236790051
21.0,135.0,3.0,0.022222222222222223,1.0860291315368993,0.023609328946454334,0.6461903928757913
22.0,127.0,4.0,0.031496062992125984,1.04752906616814,0.031985620341011906,0.9153319916088881
23.0,122.0,4.0,0.03278688524590164,0.8670011312086607,0.02752384543519558,0.7926653276237186
24.0,116.0,4.0,0.034482758620689655,0.7276948866687885,0.024256496222292947,0.66262717381464
25.0,109.0,6.0,0.05504587155963303,0.899589074303122,0.04693508213755418,0.5294875278836967
26.0,108.0,3.0,0.027777777777777776,0.6423450900334493,0.017360678109012144,0.5882237054246734
27.0,103.0,4.0,0.038834951456310676,0.8411250205636303,0.0314439260023787,0.6383964081371477
28.0,99.0,4.0,0.04040404040404041,0.6517752250291153,0.025311659224431664,0.46629816606110264
29.0,93.0,6.0,0.06451612903225806,0.5878794245520349,0.03562905603345666,0.4448454626552997
30.0,95.0,1.0,0.010526315789473684,0.15038820939228031,0.0015665438478362533,0.07597737662005828
