num_nans,num_valids,vnr,avg_phi
3123.0,231.0,0.07396733909702209,0.9087288430697361
1564.0,113.0,0.07225063938618925,0.9863706498893946
1044.0,74.0,0.07088122605363985,0.8380865097687455
792.0,46.0,0.05808080808080808,0.7316474478827366
633.0,37.0,0.05845181674565561,0.803447770580539
532.0,27.0,0.05075187969924812,0.8211784659781964
458.0,21.0,0.04585152838427948,0.7769662248076666
396.0,23.0,0.05808080808080808,0.8867885117963168
356.0,16.0,0.0449438202247191,1.0390692939138944
315.0,20.0,0.06349206349206349,0.7069757729364526
294.0,10.0,0.034013605442176874,0.9749034676130274
268.0,11.0,0.041044776119402986,0.6409733787046809
248.0,10.0,0.04032258064516129,0.6026814571749212
223.0,16.0,0.07174887892376682,0.6318541682464454
214.0,9.0,0.04205607476635514,0.6604231737694601
198.0,11.0,0.05555555555555555,0.7746979468068197
189.0,8.0,0.042328042328042326,0.8002511663180483
176.0,10.0,0.056818181818181816,0.9572361359054273
171.0,5.0,0.029239766081871343,0.7254457834222873
162.0,5.0,0.030864197530864196,0.8614800398106036
153.0,6.0,0.0392156862745098,1.3180586870256823
149.0,3.0,0.020134228187919462,0.20042930033014172
137.0,8.0,0.058394160583941604,0.6967524202400455
131.0,8.0,0.061068702290076333,1.0263491242815204
131.0,3.0,0.022900763358778626,1.0619794071313817
125.0,4.0,0.032,0.6420399077098016
118.0,6.0,0.05084745762711865,0.6788176620000418
116.0,3.0,0.02586206896551724,0.48446004376591295
111.0,4.0,0.036036036036036036,0.45380407521777655
103.0,8.0,0.07766990291262135,0.5542338408970766
