num_nans,num_valids,vnr,avg_phi
3201.0,252.0,0.07872539831302718,0.8453961887130454
1607.0,119.0,0.07405102675793404,0.8721019906518754
1072.0,79.0,0.07369402985074627,0.7399215962113649
802.0,61.0,0.07605985037406483,0.8209973914613694
646.0,44.0,0.06811145510835913,0.8186580920388923
543.0,32.0,0.058931860036832415,0.5268225789567926
466.0,27.0,0.05793991416309013,0.6325827531953088
408.0,23.0,0.056372549019607844,0.8708999031358786
372.0,11.0,0.02956989247311828,0.7732360125418736
327.0,18.0,0.05504587155963303,0.6353753542571946
297.0,16.0,0.05387205387205387,0.7126394981639943
274.0,13.0,0.04744525547445255,0.323107919852906
251.0,14.0,0.055776892430278883,0.9066660627385984
233.0,13.0,0.055793991416309016,0.6728200649126086
218.0,12.0,0.05504587155963303,0.7471808994911204
201.0,14.0,0.06965174129353234,0.5756904373933381
195.0,8.0,0.041025641025641026,0.7995678207146836
184.0,7.0,0.03804347826086957,0.6067320666951986
163.0,18.0,0.11042944785276074,0.5441543063523272
164.0,8.0,0.04878048780487805,0.5766573020767363
157.0,7.0,0.044585987261146494,0.5466868727238442
152.0,4.0,0.02631578947368421,0.41427522525825655
143.0,7.0,0.04895104895104895,0.5981272659563922
136.0,7.0,0.051470588235294115,0.5669324460701033
131.0,7.0,0.05343511450381679,0.7958894793474373
129.0,3.0,0.023255813953488372,0.5595086782202204
120.0,7.0,0.058333333333333334,0.629757057330217
118.0,5.0,0.0423728813559322,1.0868878386402698
117.0,2.0,0.017094017094017096,0.7175896517930482
110.0,5.0,0.045454545454545456,0.6321026966503951
