num_nans,num_valids,vnr,avg_phi
2244.0,138.0,0.06149732620320856,0.7139322961531502
1134.0,57.0,0.05026455026455026,0.8303057197072868
749.0,45.0,0.06008010680907877,0.7480974945762479
560.0,35.0,0.0625,0.8137549098501048
442.0,34.0,0.07692307692307693,0.8577980984716387
377.0,20.0,0.05305039787798409,0.8238261741695869
322.0,18.0,0.055900621118012424,0.5632586340510468
284.0,13.0,0.045774647887323945,0.97169593268868
241.0,23.0,0.0954356846473029,0.7437898384897593
223.0,15.0,0.06726457399103139,0.8719611629973149
204.0,12.0,0.058823529411764705,0.88850683200326
186.0,12.0,0.06451612903225806,0.8263224965203686
172.0,11.0,0.06395348837209303,1.1494435752613048
159.0,11.0,0.06918238993710692,0.5078735151397553
150.0,8.0,0.05333333333333334,0.6993626470504635
139.0,9.0,0.06474820143884892,0.7204677120204308
132.0,8.0,0.06060606060606061,1.1364269415225001
125.0,7.0,0.056,1.2878129871930373
120.0,5.0,0.041666666666666664,1.1384035593917807
111.0,8.0,0.07207207207207207,1.0926267955387734
105.0,8.0,0.0761904761904762,0.8604240842987849
98.0,10.0,0.10204081632653061,0.7395688970705717
100.0,3.0,0.03,1.3942564588656836
94.0,5.0,0.05319148936170213,1.4338854158780356
89.0,6.0,0.06741573033707865,0.8203117339964484
83.0,8.0,0.0963855421686747,0.9056525742107953
83.0,5.0,0.060240963855421686,1.0263988453599366
82.0,3.0,0.036585365853658534,0.40859016837073164
77.0,5.0,0.06493506493506493,0.2670162659707468
75.0,4.0,0.05333333333333334,0.9343331659449112
