num_nans,num_valids,vnr,avg_phi
3785.0,284.0,0.07503302509907529,0.9038139558762732
1897.0,137.0,0.07221929362150764,0.8968534190953911
1273.0,83.0,0.06520031421838178,0.9942249295758592
951.0,66.0,0.0694006309148265,0.8989901982137367
767.0,46.0,0.05997392438070404,0.7906062949399417
645.0,33.0,0.05116279069767442,0.8773820477053922
544.0,37.0,0.06801470588235294,0.6534188575073263
487.0,21.0,0.043121149897330596,0.8894499490866303
432.0,20.0,0.046296296296296294,0.9016600827795307
382.0,24.0,0.06282722513089005,0.7888941241873911
352.0,17.0,0.048295454545454544,0.6821516512978272
328.0,11.0,0.03353658536585366,0.8930904622593854
299.0,14.0,0.046822742474916385,0.8342475553993846
280.0,10.0,0.03571428571428571,0.28749177372594736
256.0,15.0,0.05859375,0.9581005601024711
242.0,12.0,0.049586776859504134,1.075385279575538
231.0,8.0,0.03463203463203463,0.8069153654475403
219.0,7.0,0.0319634703196347,0.5245772611275856
202.0,12.0,0.0594059405940594,0.8024109855750837
194.0,9.0,0.04639175257731959,0.7722426248738437
183.0,10.0,0.0546448087431694,0.45113817259698996
179.0,5.0,0.027932960893854747,0.6785791476761431
171.0,5.0,0.029239766081871343,0.7227506168252074
162.0,7.0,0.043209876543209874,0.3496120638689641
155.0,7.0,0.04516129032258064,0.747911001747224
152.0,4.0,0.02631578947368421,0.78126672744554
144.0,6.0,0.041666666666666664,0.9161837753899361
138.0,7.0,0.050724637681159424,0.6001846071943634
136.0,4.0,0.029411764705882353,0.4557358347901821
127.0,8.0,0.06299212598425197,0.490311444147083
