num_nans,num_valids,vnr,avg_phi
1056.0,111.0,0.10511363636363637,0.8487285742005909
532.0,51.0,0.09586466165413533,0.9456275635226769
359.0,30.0,0.08356545961002786,0.7523509021849416
271.0,20.0,0.07380073800738007,0.8678049158509837
215.0,18.0,0.08372093023255814,0.893834145621864
183.0,11.0,0.060109289617486336,0.8419319678227997
159.0,7.0,0.0440251572327044,0.5041302626557014
136.0,9.0,0.0661764705882353,1.0678133387244155
119.0,10.0,0.08403361344537816,0.6116825456799666
110.0,6.0,0.05454545454545454,1.2626148768633332
101.0,5.0,0.04950495049504951,0.9634400458777084
94.0,3.0,0.031914893617021274,1.0192512778599812
82.0,7.0,0.08536585365853659,0.3373781998284282
77.0,6.0,0.07792207792207792,0.8887364665831132
72.0,5.0,0.06944444444444445,0.8379893564046487
65.0,7.0,0.1076923076923077,0.9407542421179976
65.0,3.0,0.046153846153846156,0.9786436513847491
59.0,5.0,0.0847457627118644,0.8302739528387295
60.0,1.0,0.016666666666666666,1.8775606238946805
56.0,2.0,0.03571428571428571,1.4007165066524485
53.0,2.0,0.03773584905660377,0.8912886198866278
52.0,1.0,0.019230769230769232,1.72531508364224
50.0,0.0,0.0,
46.0,2.0,0.043478260869565216,0.5323671549138796
43.0,3.0,0.06976744186046512,0.8532902988131998
39.0,5.0,0.1282051282051282,0.35247203756322654
41.0,2.0,0.04878048780487805,0.04617662172755283
40.0,1.0,0.025,1.1075475951272316
38.0,2.0,0.05263157894736842,0.7748040130930357
37.0,1.0,0.02702702702702703,0.9517070485712578
